--- Installing dependencies ---
Defaulting to user installation because normal site-packages is not writeable

[notice] A new release of pip is available: 24.2 -> 24.3.1
[notice] To update, run: pip install --upgrade pip
ERROR: Could not open requirements file: [Errno 2] No such file or directory: 'requirements.txt'
--- Running main.py ---
[I 2024-12-13 12:38:48,983] A new study created in memory with name: no-name-816a10d7-c2df-44a5-9bd5-616aaf255cb4
[I 2024-12-13 12:51:21,898] Trial 0 finished with value: -0.10858333855867386 and parameters: {'lr': 0.0001, 'gamma': 0.85, 'max_grad_norm': 1.0, 'lmbda': 0.95, 'clip_epsilon': 0.1, 'entropy_coef': 0.0001}. Best is trial 0 with value: -0.10858333855867386.
[I 2024-12-15 10:47:18,726] Trial 223 finished with value: -0.1111999973654747 and parameters: {'lr': 1e-06, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 10:59:33,325] Trial 224 finished with value: -0.10973332822322845 and parameters: {'lr': 1e-05, 'gamma': 0.85, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 11:11:45,098] Trial 225 finished with value: -0.1099499985575676 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 11:24:14,760] Trial 226 finished with value: -0.11151666194200516 and parameters: {'lr': 0.001, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.2, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 11:36:27,756] Trial 227 finished with value: -0.09970000386238098 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 11:48:41,086] Trial 228 finished with value: -0.10285000503063202 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 1.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 12:00:56,514] Trial 229 finished with value: -0.10288333147764206 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 12:13:09,770] Trial 230 finished with value: -0.10081666707992554 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 2.0, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 12:25:23,373] Trial 231 finished with value: -0.10266666114330292 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 2.0, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
[I 2024-12-15 12:37:37,095] Trial 232 finished with value: -0.10261666774749756 and parameters: {'lr': 1e-05, 'gamma': 0.99, 'max_grad_norm': 0.5, 'lmbda': 1.0, 'clip_epsilon': 0.3, 'entropy_coef': 0.0001}. Best is trial 162 with value: -0.09771666675806046.
